external_id,name,is_tbd,latitude,longitude,raw
eydhafushi-maldives,"Eydhafushi, Maldives",False,5.10323036500878,73.07082325253708,"{""type"": ""Feature"", ""properties"": {""id"": ""eydhafushi-maldives"", ""name"": ""Eydhafushi, Maldives"", ""is_tbd"": false}, ""geometry"": {""type"": ""Point"", ""coordinates"": [73.07082325253708, 5.10323036500878]}}"
dhangethi-maldives,"Dhangethi, Maldives",False,3.608093477293043,72.95558895917019,"{""type"": ""Feature"", ""properties"": {""id"": ""dhangethi-maldives"", ""name"": ""Dhangethi, Maldives"", ""is_tbd"": false}, ""geometry"": {""type"": ""Point"", ""coordinates"": [72.95558895917019, 3.608093477293043]}}"
gan-maldives,"Gan, Maldives",False,1.918411782935871,73.54465104187312,"{""type"": ""Feature"", ""properties"": {""id"": ""gan-maldives"", ""name"": ""Gan, Maldives"", ""is_tbd"": false}, ""geometry"": {""type"": ""Point"", ""coordinates"": [73.54465104187312, 1.918411782935871]}}"
gahdhoo-maldives,"Gahdhoo, Maldives",False,0.288802003782011,73.45549094878496,"{""type"": ""Feature"", ""properties"": {""id"": ""gahdhoo-maldives"", ""name"": ""Gahdhoo, Maldives"", ""is_tbd"": false}, ""geometry"": {""type"": ""Point"", ""coordinates"": [73.45549094878496, 0.288802003782011]}}"
diego-garcia-british-indian-ocean-territory,"Diego Garcia, British Indian Ocean Territory",False,-7.333330000000503,72.416672,"{""type"": ""Feature"", ""properties"": {""id"": ""diego-garcia-british-indian-ocean-territory"", ""name"": ""Diego Garcia, British Indian Ocean Territory"", ""is_tbd"": false}, ""geometry"": {""type"": ""Point"", ""coordinates"": [72.416672, -7.333330000000503]}}"
hithadhoo-maldives,"Hithadhoo, Maldives",False,-0.606021265123826,73.08918261453131,"{""type"": ""Feature"", ""properties"": {""id"": ""hithadhoo-maldives"", ""name"": ""Hithadhoo, Maldives"", ""is_tbd"": false}, ""geometry"": {""type"": ""Point"", ""coordinates"": [73.08918261453131, -0.606021265123826]}}"
fuvahmulah-maldives,"Fuvahmulah, Maldives",False,-0.298304384685104,73.42687768780485,"{""type"": ""Feature"", ""properties"": {""id"": ""fuvahmulah-maldives"", ""name"": ""Fuvahmulah, Maldives"", ""is_tbd"": false}, ""geometry"": {""type"": ""Point"", ""coordinates"": [73.42687768780485, -0.298304384685104]}}"
port-gentil-gabon,"Port Gentil, Gabon",False,-0.721040306475029,8.781610983118252,"{""type"": ""Feature"", ""properties"": {""id"": ""port-gentil-gabon"", ""name"": ""Port Gentil, Gabon"", ""is_tbd"": false}, ""geometry"": {""type"": ""Point"", ""coordinates"": [8.781610983118252, -0.721040306475029]}}"
lusk-ireland,"Lusk, Ireland",False,53.52625445974578,-6.165888193558025,"{""type"": ""Feature"", ""properties"": {""id"": ""lusk-ireland"", ""name"": ""Lusk, Ireland"", ""is_tbd"": false}, ""geometry"": {""type"": ""Point"", ""coordinates"": [-6.165888193558025, 53.52625445974578]}}"
aldeburgh-united-kingdom,"Aldeburgh, United Kingdom",False,52.1578426448517,1.590600452297692,"{""type"": ""Feature"", ""properties"": {""id"": ""aldeburgh-united-kingdom"", ""name"": ""Aldeburgh, United Kingdom"", ""is_tbd"": false}, ""geometry"": {""type"": ""Point"", ""coordinates"": [1.590600452297692, 52.1578426448517]}}"
